v1,v2,Unnamed: 2,Unnamed: 3,Unnamed: 4
ham,I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  &lt;#&gt; day return period ended.,,,
ham,Change windows logoff sound..,,,
ham,Ok.,,,
ham,Happy birthday... May u find ur prince charming soon n dun work too hard...,,,
ham,"Oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served",,,
ham,I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX,,,
ham,says the  &lt;#&gt;  year old with a man and money. I'm down to my last  &lt;#&gt; . Still waiting for that check.,,,
ham,Free any day but i finish at 6 on mon n thurs...,,,
ham,Two fundamentals of cool life: \Walk," like you are the KING\""...! OR \""Walk like you Dont care","whoever is the KING\""!... Gud nyt""",
ham,"Camera quite good, 10.1mega pixels, 3optical and 5digital dooms. Have a lovely holiday, be safe and i hope you hav a good journey! Happy new year to you both! See you in a couple of weeks! ",,,
ham,Hi Petey!noiåÕm ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x,,,
ham,I'm serious. You are in the money base,,,
ham,Already one guy loving you:-.,,,
ham,Staff of placement training in Amrita college.,,,
ham,I'm job profile seems like bpo..,,,
ham,Are you willing to go for apps class.,,,
ham,"Im sorry bout last nite it wasnåÕt ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx",,,
ham,Try neva mate!!,,,
ham,Should i send you naughty pix? :),,,
ham,Prepare to be pounded every night...,,,
ham,"Actually, my mobile is full of msg. And i m doing a work online, where i need to send them  &lt;#&gt;  sent msg i wil explain u later.",,,
ham,Good evening! How are you?,,,
ham,I'm at home. Please call,,,
spam,"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel",,,
ham,"Dad wanted to talk about the apartment so I got a late start, omw now",,,
ham,am up to my eyes in philosophy,,,
ham,I had it already..sabarish asked me to go..,,,
ham,Still chance there. If you search hard you will get it..let have a try :),,,
ham,"We know TAJ MAHAL as symbol of love. But the other lesser known facts 1. Mumtaz was Shahjahan's 4th wife, out of his 7 wifes. 2. Shahjahan killed Mumtaz's husband to marry her. 3. Mumtaz died in her  &lt;#&gt; th delivery. 4. He then married Mumtaz's sister. Question arises where the Hell is the LOVE?:-| -The Great Hari-",,,
spam,Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + å£200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com,,,
spam,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY å£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,,,
spam,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,,,
ham,They said Ì_ dun haf passport or smth like dat.. Or Ì_ juz send to my email account..  ,,,
ham,"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning",,,
ham,You are right. Meanwhile how's project twins comin up,,,
ham,I sent your maga that money yesterday oh.,,,
ham,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams,,,
ham,If you were/are free i can give. Otherwise nalla adi entey nattil kittum,,,
ham,Huh but i cant go 2 ur house empty handed right?,,,
ham,Good morning princess! Happy New Year!,,,
spam,Congratulations YOU'VE Won. You're a Winner in our August å£1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.,,,
ham,"Aight, we'll head out in a few",,,
ham,Then wat r u doing now? Busy wif work?,,,
ham,"Jay told me already, will do",,,
ham,"I'm not sure, I was just checking out what was happening around the area",,,
ham,"Call me. I m unable to cal. Lets meet bhaskar, and deep",,,
ham,No. I.ll meet you in the library,,,
ham,Meeting u is my work. . . Tel me when shall i do my work tomorrow,,,
spam,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX å£1.50,,,
ham,Its a big difference.  &lt;#&gt;  versus  &lt;#&gt;  every  &lt;#&gt; hrs,,,
ham,You know what hook up means right?,,,
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622",,,
ham,Wat's da model num of ur phone?,,,
spam,"You can stop further club tones by replying \STOP MIX\"" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL"," PO Box 1146 MK45 2WT (2/3)""",,
ham,"Sorry, left phone upstairs. OK, might be hectic but would be all my birds with one fell swoop. It's a date.",,,
ham,* Thought I didn't see you.,,,
spam,wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp å£1.50/msg.,,,
ham,Carlos says we can pick up from him later so yeah we're set,,,
ham,Huh? 6 also cannot? Then only how many mistakes?,,,
ham,I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u,,,
ham,Moji just informed me that you saved our lives. Thanks.,,,
ham,Hey r Ì_ still online? I've finished the formatting...,,,
ham,Great! So what attracts you to the brothas?,,,
spam,Promotion Number: 8714714 - UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 å£1.50perWKsub,,,
ham,"Hello, hello, hi lou sorry it took so long 2 reply- I left mobile at friends in Lancaster, just got it bak Neway im sorry I couldnåÕt make ur båÕday 2 hun!",,,
ham,I'll meet you in the lobby,,,
ham,You still coming tonight?,,,
ham,I am in tirupur.  call you da.,,,
spam,You are a winner you have been specially selected to receive å£1000 cash or a å£2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p,,,
ham,Hey loverboy! I love you !! I had to tell ... I look at your picture and ache to feel you between my legs ... Fuck I want you ... I need you ... I crave you .,,,
ham,"How is my boy? No sweet words left for me this morning ... *sighs* ... How goes you day, my love ? Did you start your studying?",,,
ham,ARE YOU IN TOWN? THIS IS V. IMPORTANT,,,
ham,"Oh, i will get paid. The most outstanding one is for a commercial i did for Hasbro...in AUGUST! They made us jump through so many hoops to get paid. Still not.",,,
ham,"I am late,so call you tomorrow morning.take care sweet dreams....u and me...ummifying...bye.",,,
ham,"Yeah why not, is the gang all ready",,,
spam,"Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs",,,
ham,"Aldrine, rakhesh ex RTM here.pls call.urgent.",,,
ham,"Isn't frnd a necesity in life? imagine urself witout a frnd.. hw'd u feel at ur colleg? wat'll u do wth ur cell? wat abt functions? thnk abt events espe'll cared, missed &amp; irritated u? 4wrd it to all those dear-loving frnds wthout whom u cant live.. I jst did it.. Takecare..:) GOODMORNING",,,
ham,Gud mrng dear hav a nice day,,,
ham,Hows the street where the end of library walk is?,,,
ham,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.",,,
ham,We stopped to get ice cream and will go back after,,,
ham,Did you stitch his trouser,,,
ham,Hey i'm bored... So i'm thinking of u... So wat r u doing?,,,
ham,Nobody names their penis a girls name this story doesn't add up at all,,,
ham,"Aight, let me know when you're gonna be around usf",,,
ham,ÌÏ neva tell me how i noe... I'm not at home in da aft wat... ,,,
ham,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND",,,
spam,Dear Voucher Holder 2 claim your 1st class airport lounge passes when using Your holiday voucher call 08704439680. When booking quote 1st class x 2,,,
spam,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,,,
ham,Was just about to ask. Will keep this one. Maybe that's why you didn't get all the messages we sent you on glo,,,
ham,K.i will send in  &lt;#&gt;  min:),,,
ham,Would me smoking you out help us work through this difficult time,,,
ham,"Sir Goodmorning, Once free call me.",,,
ham,Love it! The girls at the office may wonder why you are smiling but sore...,,,
ham,Does uncle timi help in clearing cars,,,
ham,I came hostel. I m going to sleep. Plz call me up before class. Hrishi.,,,
ham,Ok lor. Msg me b4 u call.,,,
spam,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. å£1.50 increments. Help08718728876",,,
ham,"Once a fishrman woke early in d mrng. It was very dark. He waited a while &amp; found a sack ful of stones. He strtd throwin thm in2 d sea 2 pass time. Atlast he had jus 1stone, sun rose up &amp; he found out tht those r nt stones, those were diamonds. Moral:\Dont wake up early in d mrng'' GOOD night""",,,
spam,"Claim a 200 shopping spree, just call 08717895698 now! Have you won! MobStoreQuiz10ppm",,,
ham,Are you sure you don't mean \get here," we made you hold all the weed\""""",,
ham,Love it! I want to flood that pretty pussy with cum...,,,
ham,Also remember the beads don't come off. Ever.,,,
ham,"Feb  &lt;#&gt;  is \I LOVE U\"" day. Send dis to all ur \""VALUED FRNDS\"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr""",,,
ham,"Actually nvm, got hella cash, we still on for  &lt;#&gt; ish?",,,
ham,Dude while were makin those weirdy brownies my sister made awesome cookies. I took pics.,,,
ham,Excellent! Wish we were together right now!,,,
ham,Pls i wont belive god.not only jesus.,,,
ham,"sorry brah, just finished the last of my exams, what up",,,
ham,I miss you so much I'm so desparate I have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. I love you,,,
ham,Howz pain.it will come down today.do as i said ystrday.ice and medicine.,,,
ham,"Yeah that's what I thought, lemme know if anything's goin on later",,,
ham,Pls go there today  &lt;#&gt; . I dont want any excuses,,,
ham,Can you plz tell me the ans. BSLVYL sent via fullonsms.com,,,
ham,We have all rounder:)so not required:),,,
ham,"No, its true..k,Do u knw dis no. &lt;#&gt; ?",,,
ham,oh ya... Got hip hop open. Haha i was thinking can go for jazz then zoom to cine... Actually tonight i'm free leh... And there's a kb lesson tonight,,,
spam,Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890å£1.50 per msg,,,
spam,Free Msg: Ringtone!From: http://tms. widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-JUL-05,,,
ham,A pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. So catch the world with your smile..:) GOODMORNING &amp; HAVE A SMILEY SUNDAY..:),,,
ham,"Sorry sir, i will call you tomorrow.  senthil.hsbc",,,
spam,A link to your picture has been sent. You can also use http://alto18.co.uk/wave/wave.asp?o=44345,,,
ham,Like a personal sized or what,,,
ham,Unlimited texts. Limited minutes.,,,
ham,No problem. We will be spending a lot of quality time together...,,,
ham,Yes. Last  practice,,,
ham,Okie,,,
ham,That depends. How would you like to be treated? :),,,
ham,Waiting in e car 4 my mum lor. U leh? Reach home already?,,,
spam,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,,,
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,,,
ham,"Do 1 thing! Change that sentence into: \Because i want 2 concentrate in my educational career im leaving here..\""""",,,
ham,How? Izzit still raining?,,,
ham,As if i wasn't having enough trouble sleeping.,,,
ham,I havent add Ì_ yet right.. ,,,
ham,Nooooooo I'm gonna be bored to death all day. Cable and internet outage.,,,
ham,"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?",,,
ham,"Until 545 lor... Ya, can go 4 dinner together...",,,
spam,Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!,,,
ham,I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me?,,,
ham,I sent lanre fakeye's Eckankar details to the mail box,,,
ham,If you ask her or she say any please message.,,,
ham,"If e timing can, then i go w u lor...",,,
ham,I was just callin to say hi. Take care bruv!,,,
ham,"That's the trouble with classes that go well - you're due a dodgey one Û_ Expecting mine tomo! See you for recovery, same time, same place ",,,
ham,"Night night, see you tomorrow",,,
ham,do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................,,,
ham,His frens go then he in lor. Not alone wif my mum n sis lor.,,,
ham,"Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly",,,
ham,"Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta.",,,
ham,I am on the way to ur home,,,
ham,"Dizzamn, aight I'll ask my suitemates when I get back",,,
ham,"Nimbomsons. Yep phone knows that one. Obviously, cos thats a real word",,,
ham,I love to cuddle! I want to hold you in my strong arms right now...,,,
ham,K...k...when will you give treat?,,,
spam,"This is the 2nd time we have tried to contact u. U have won the å£400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate",,,
ham,He's just gonna worry for nothing. And he won't give you money its no use.,,,
ham,"Forgot you were working today! Wanna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well, nose essay and all xx",,,
spam,You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!,,,
ham,In which place i can get rooms cheap:-),,,
spam,"U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at å£350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS",,,
ham,University of southern california.,,,
ham,U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...,,,
ham,"Yes, princess. Are you going to make me moan?",,,
ham,Lol its ok I didn't remember til last nite,,,
ham,"Cool, I'll text you in a few",,,
ham,Wot u up 2? Thout u were gonna call me!! Txt bak luv K,,,
ham,Dont flatter yourself... Tell that man of mine two pints of carlin in ten minutes please.... ,,,
ham,I am literally in bed and have been up for like  &lt;#&gt;  hours,,,
spam,Win a å£1000 cash prize or a prize worth å£5000,,,
ham,I was slept that time.you there?,,,
ham,Hi di is yijue we're meeting at 7 pm at esaplanade tonight.,,,
ham,Hi dear we saw dear. We both are happy. Where you my battery is low,,,
ham,How are you. Its been ages. How's abj,,,
ham,Prof: you have passed in all the papers in this sem congrats . . . . Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!,,,
ham,Dont kick coco when he's down,,,
ham,Fyi I'm gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit,,,
spam,TBS/PERSOLVO. been chasing us since Sept forå£38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.,,,
ham,Hope youåÕre not having too much fun without me!! see u tomorrow love jess x,,,
ham,Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all,,,
ham,I've reached home n i bathe liao... U can call me now...,,,
ham,"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  &lt;#&gt;  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola",,,
ham,"Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is  &lt;#&gt; k help pls I will load d card abi hw,keep me posted luv. 2 mj",,,
ham,I think just yourself Û_Thanks and see you tomo,,,
spam,"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",,,
ham,Pls send me your address sir.,,,
ham,"I'll see, but prolly yeah",,,
ham,What you doing?how are you?,,,
ham,"Sure thing big man. i have hockey elections at 6, shouldnÛ÷t go on longer than an hour though",,,
ham,Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...,,,
ham,Yunny... I'm goin to be late,,,
ham,"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe",,,
ham,May b approve panalam...but it should have more posts..,,,
ham,Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx,,,
spam,FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end,,,
ham,Is it your yahoo boys that bring in the perf? Or legal.,,,
ham,No need to say anything to me. I know i am an outsider,,,
ham,have you ever had one foot before?,,,
ham,Just got to  &lt;#&gt;,,,
ham,"Ever green quote ever told by Jerry in cartoon \A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt""",,,
spam,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)",,,
ham,That's a shame! Maybe cld meet for few hrs tomo?,,,
ham,I canåÕt wait for cornwall. Hope tonight isnåÕt too bad as well but itåÕs rock night shite. Anyway iåÕm going for a kip now have a good night. Speak to you soon.,,,
ham,Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks,,,
ham,ÌÏ comin to fetch us oredi...,,,
ham,What's nannys address?,,,
ham,This single single answers are we fighting? Plus i said am broke and you didnt reply,,,
ham,Now got tv 2 watch meh? U no work today?,,,
spam,"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply.",,,
spam,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,,,
ham,Pls what's the full name of joke's school cos fees in university of florida seem to actually be  &lt;#&gt; k. Pls holla back,,,
ham,"Sorry, I'll call later",,,
ham,He's in lag. That's just the sad part but we keep in touch thanks to skype,,,
ham,Two teams waiting for some players,,,
ham,Can Ì_ send me a copy of da report?,,,
ham,"Hmm ok, i'll stay for like an hour cos my eye is really sore!",,,
ham,Dear got bus directly to calicut,,,
ham,"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want",,,
ham,&lt;#&gt;  w jetton ave if you forgot,,,
ham,Can not use foreign stamps in this country.,,,
spam,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",,,
ham,I will come tomorrow di,,,
ham,C movie is juz last minute decision mah. Juz watch 2 lar but i tot Ì_ not interested.,,,
ham,How are you enjoying this semester? Take care brother.,,,
ham,"Lets use it next week, princess :)",,,
ham,I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!,,,
ham,I attended but nothing is there.,,,
ham,Anything lor if they all go then i go lor...,,,
ham,Yo you around? A friend of mine's lookin to pick up later tonight,,,
ham,Stupid auto correct on my phone,,,
ham,Double eviction this week - Spiral and Michael and good riddance to them!,,,
ham,"Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday.",,,
ham,Buy one egg for me da..please:),,,
ham,Have you started in skye,,,
ham,My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...,,,
spam,FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP,,,
ham,Life style garments account no please.,,,
ham,"Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx",,,
ham,Okie...,,,
ham,"Aight, I'm chillin in a friend's room so text me when you're on the way",,,
ham,How much for an eighth?,,,
ham,You'll never believe this but i have actually got off at taunton. Wow,,,
ham,She just broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic or just faggy,,,
ham,Beauty sleep can help ur pimples too.,,,
ham,"Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park.",,,
ham,I'm glad. You are following your dreams.,,,
ham,I've reached home finally...,,,
spam,"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !",,,
ham,"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend.",,,
ham,Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing,,,
ham,"For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. It makes me want to listen to you less.",,,
spam,"WELL DONE! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",,,
ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,,,
ham,Are there TA jobs available? Let me know please cos i really need to start working,,,
ham,"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?",,,
ham,"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?",,,
ham,Aight well keep me informed,,,
ham,Am only searching for good dual sim mobile pa.,,,
ham,That seems unnecessarily hostile,,,
ham,Nope i'll come online now..,,,
ham,Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!,,,
ham,Enjoy urself tmr...,,,
ham,You still around? I could use a half-8th,,,
ham,"Don't Think About \What u Have Got\"" Think About \""How to Use It That You Have Got\"" gooD ni8""",,,
ham,"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)",,,
ham,So what about you. What do you remember,,,
ham,Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.,,,
ham,I like dis sweater fr mango but no more my size already so irritating.,,,
ham,Mathews or tait or edwards or anderson,,,
ham,S.i'm watching it in live..,,,
ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",,,
ham,"Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8",,,
spam,As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP,,,
ham,"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit",,,
spam,"For your chance to WIN a FREE Bluetooth Headset then simply reply back with \ADP\""""",,,
ham,You also didnt get na hi hi hi hi hi,,,
ham,How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.,,,
ham,V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night,,,
ham,alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...,,,
ham,Was it something u ate?,,,
ham,So what did the bank say about the money?,,,
ham,Yar lor... How u noe? U used dat route too?,,,
ham,Can u look 4 me in da lib i got stuff havent finish yet.,,,
ham,Sounds great! Im going to sleep now. Have a good night!,,,
ham,Please tell me you have some of that special stock you were talking about,,,
ham,I've told you everything will stop. Just dont let her get dehydrated.,,,
ham,Or I guess  &lt;#&gt;  min,,,
ham,"If you want to mapquest it or something look up \usf dogwood drive\"""," that's the tiny street where the parking lot is""",,
ham,"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha.",,,
ham,"\CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X\""""",,,
ham,Hey u still at the gym?,,,
ham,"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting.",,,
ham,"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester",,,
spam,3. You have received your mobile content. Enjoy,,,
ham,We will meet soon princess! Ttyl!,,,
ham,have * good weekend.,,,
ham,Call me when you get the chance plz &lt;3,,,
ham,The new deus ex game comin early next yr,,,
ham,Probably a couple hours tops,,,
ham,"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!",,,
ham,Man this bus is so so so slow. I think you're gonna get there before me,,,
ham,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade",,,
ham,Ok,,,
ham,Nvm take ur time.,,,
ham,Wot is u up 2 then bitch?,,,
ham,Not able to do anything.,,,
ham,That was random saw my old roomate on campus. He graduated,,,
ham,"Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho",,,
ham,I've sent Ì_ my part..,,,
ham,Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.,,,
ham,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.,,,
ham,I have no money 4 steve mate! !,,,
ham,IM LATE TELLMISS IM ON MY WAY,,,
ham,I've been trying to reach him without success,,,
ham,Never y lei... I v lazy... Got wat? Dat day Ì_ send me da url cant work one...,,,
ham,Hope you are having a good week. Just checking in,,,
ham,"Haha, my friend tyler literally just asked if you could get him a dubsack",,,
ham,"\Hey! do u fancy meetin me at 4 at cha åÐ hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x\""""",,,
ham,"\SYMPTOMS\"" when U are in love: \""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your""",,,
ham,Gettin rdy to ship comp,,,
ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",,,
ham,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?,,,
spam,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,,,
ham,\CHA QUITEAMUZING THATåÕSCOOL BABE,"PROBPOP IN & CU SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME PLEASE \""""",,
ham,Omg how did u know what I ate?,,,
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,,,
ham,Not course. Only maths one day one chapter with in one month we can finish.,,,
ham,Noooooooo please. Last thing I need is stress. For once in your life be fair.,,,
ham,It's ok i wun b angry. Msg u aft i come home tonight.,,,
ham,I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon,,,
ham,Yo sorry was in the shower sup,,,
ham,I'm stuck in da middle of da row on da right hand side of da lt... ,,,
ham,Have you laid your airtel line to rest?,,,
ham,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing ,,,
ham,We live in the next  &lt;#&gt; mins,,,
ham,Sorry da. I gone mad so many pending works what to do.,,,
ham,How much you got for cleaning,,,
ham,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30,,,
spam,Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B,,,
ham,"Received, understood n acted upon!",,,
ham,They finally came to fix the ceiling.,,,
spam,Todays Voda numbers ending with 7634 are selected to receive a å£350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.,,,
ham,Oh wow thats gay. Will firmware update help,,,
ham,These won't do. Have to move on to morphine,,,
ham,Oh ho. Is this the first time u use these type of words,,,
ham,Captain vijaykanth is doing comedy in captain tv..he is drunken :),,,
ham,Sorry i din lock my keypad.,,,
